nazism_BOL;Movimiento Nacional Socialista;Movimiento Nacional Socialista;Movimiento Nacional Socialista;;Movimiento Nacionalsocialista;;;;;;;;;;x;
generical_fascism_BOL;Falange Socialista Boliviana;Falange Socialista Boliviana;Falange Socialista Boliviana;;Falange Socialista Boliviana;;;;;;;;;;x;
reactionarism_BOL;Nueva Fuerza Republicana;Nueva Fuerza Republicana;Nueva Fuerza Republicana;;Nueva Fuerza Republicana;;;;;;;;;;x;
conservatism_BOL;Unidad Cívica Solidaridad;Unidad Cívica Solidaridad;Unidad Cívica Solidaridad;;Unidad Cívica Solidaridad;;;;;;;;;;x;
liberalism_BOL;Partido Liberal;Partido Liberal;Partido Liberal;;Partido Liberal;;;;;;;;;;x;
social_liberalism_BOL;Movimiento Nacionalista Revolucionario;Movimiento Nacionalista Revolucionario;Movimiento Nacionalista Revolucionario;;Movimiento Nacionalista Revolucionario;;;;;;;;;;x;
social_democracy_BOL;Partido Socialista;Partido Socialista;Partido Socialista;;Partido Socialista;;;;;;;;;;x;
marxism_BOL;Partido Obrero Revolucionario;Partido Obrero Revolucionario;Partido Obrero Revolucionario;;Partido Obrero Revolucionario;;;;;;;;;;x;
trotskyism_BOL;Partido de la Izquierda Revolucionaria;Partido de la Izquierda Revolucionaria;Partido de la Izquierda Revolucionaria;;Partido de la Izquierda Revolucionaria;;;;;;;;;;x;
stalinism_BOL;Partido Comunista de Bolivia;Partido Comunista de Bolivia;Partido Comunista de Bolivia;;Partido Comunista de Bolivia;;;;;;;;;;x;
nazism_BRA;Partido Nazista no Brasil;;;;;;;;;;x;
generical_fascism_BRA;Ação Integralista Brasileira;;;;;;;;;;x;
reactionarism_BRA;Ação Imperial Patrianovista Brasileira;;;;;;;;;;x;
conservatism_BRA;Junta Militar;;;;;;;;;;x;
liberalism_BRA;Partido Libertador;;;;;;;;;;x;
social_liberalism_BRA;Movimento Social Liberal;;;;;;;;;;x;
social_democracy_BRA;Partido Socialista Brasileiro;;;;;;;;;;x;
marxism_BRA;Partido Socialista Proletário do Brasil;;;;;;;;;;x;
trotskyism_BRA;Liga Comunista Internacionalista;;;;;;;;;;x;
stalinism_BRA;Partido Comunista Brasileiro;;;;;;;;;;x;
nazism_BUL;Ratnitsi Napreduka na Bulgarshtinata;Ratnitsi Napreduka na Bulgarshtinata;Ratnitsi Napreduka na Bulgarshtinata;;Ratnitsi Napreduka na Bulgarshtinata;;;;;;;;;;x;
generical_fascism_BUL;IMRO;IMRO;IMRO;;IMRO;;;;;;;;;;x;
reactionarism_BUL;Zveno;Zveno;Zveno;;Zveno;;;;;;;;;;x;
conservatism_BUL;Balgarski Zemedelski Naroden Sajuz;Balgarski Zemedelski Naroden Sajuz;Balgarski Zemedelski Naroden Sajuz;;Balgarski Zemedelski Naroden Sajuz;;;;;;;;;;x;
liberalism_BUL;Demokraticheska partija;Demokraticheska partija;Demokraticheska partija;;Demokraticheska partija;;;;;;;;;;x;
social_liberalism_BUL;Obedinena Narodnoprogresivna Partija;Obedinena Narodnoprogresivna Partija;Obedinena Narodnoprogresivna Partija;;Obedinena Narodnoprogresivna Partija;;;;;;;;;;x;
social_democracy_BUL;Partiya Balgarski Sotsialdemokrati;Partiya Balgarski Sotsialdemokrati;Partiya Balgarski Sotsialdemokrati;;Partiya Balgarski Sotsialdemokrati;;;;;;;;;;x;
marxism_BUL;Radikalna Partija;Radikalna Partija;Radikalna Partija;;Radikalna Partija;;;;;;;;;;x;
trotskyism_BUL;Tesnyatsi;Tesnyatsi;Tesnyatsi;;Tesnyatsi;;;;;;;;;;x;
stalinism_BUL;Balgarska Komunisticheska Partija;Balgarska Komunisticheska Partija;Balgarska Komunisticheska Partija;;Balgarska Komunisticheska Partija;;;;;;;;;;x;
nazism_CGX;National Socialist Party;Parti national socialiste;Nationalsozialistische Partei;;Partido Nacionalsocialista;;;;;;;;;;x;
generical_fascism_CGX;Chinese Youth Party;Parti de la jeunesse chinoise;Chinesische Jugendpartei;;Partido de la Juventud de China;;;;;;;;;;x;
reactionarism_CGX;Kuomintang;Kuomintang;Guomindang;;Kuomintang;;;;;;;;;;x;
conservatism_CGX;Protect the Emperor Society;Société pour la protection de l'Empereur;Kaiserschutzgesellschaft;;Sociedad de Protección al Emperador;;;;;;;;;;x;
liberalism_CGX;Constitutionalist Party;Parti constitutionnaliste;Konstitutionalistische Partei;;Partido Constitucionalista;;;;;;;;;;x;
social_liberalism_CGX;Hundred Days' Reformists;Réformistes des Cent jours;Hundert-Tage-Reformisten;;Reformistas de los Cien Días;;;;;;;;;;x;
social_democracy_CGX;Progressive Party;Parti progressiste;Fortschrittspartei;;Partido Progresista;;;;;;;;;;x;
marxism_CGX;Guangxi Clique;Clique de Guangxi;Guangxi-Clique;;Camarilla de Guangxi;;;;;;;;;;x;
trotskyism_CGX;Chinese Workers and Peasants Party;Parti des travailleurs et des paysans chinois;Chinesische Arbeiter- und Bauernpartei;;Partido Trabajadores y Campesinos de China;;;;;;;;;;x;
stalinism_CGX;Chinese Communist Party;Parti communiste chinois;Kommunistische Partei Chinas;;Partido Comunista Chino;;;;;;;;;;x;
nazism_CHC;National Socialist Party;Parti national socialiste;Nationalsozialistische Partei;;Partido Nacionalsocialista;;;;;;;;;;x;
generical_fascism_CHC;Chinese Youth Party;Parti de la jeunesse chinoise;Chinesische Jugendpartei;;Partido de la Juventud de China;;;;;;;;;;x;
reactionarism_CHC;Kuomintang;Kuomintang;Guomindang;;Kuomintang;;;;;;;;;;x;
conservatism_CHC;Protect the Emperor Society;Société pour la protection de l'Empereur;Kaiserschutzgesellschaft;;Sociedad de Protección al Emperador;;;;;;;;;;x;
liberalism_CHC;Constitutionalist Party;Parti constitutionnaliste;Konstitutionalistische Partei;;Partido Constitucionalista;;;;;;;;;;x;
social_liberalism_CHC;Hundred Days' Reformists;Parti réformiste des Cent jours;Hundert-Tage-Reformisten;;Reformistas de los Cien Días;;;;;;;;;;x;
social_democracy_CHC;Progressive Party;Parti progressiste;Fortschrittspartei;;Partido Progresista;;;;;;;;;;x;
marxism_CHC;May Fourth Movement;Mouvement du 4 mai;4. Mai-Bewegung;;Movimiento del Cuatro de Mayo;;;;;;;;;;x;
trotskyism_CHC;Chinese Workers and Peasants Party;Parti des travailleurs et des paysans chinois;Chinesische Arbeiter- und Bauernpartei;;Partido Trabajadores y Campesinos de China;;;;;;;;;;x;
stalinism_CHC;Chinese Communist Party;Parti communiste chinois;Kommunistische Partei Chinas;;Partido Comunista Chino;;;;;;;;;;x;
nazism_CHI;National Socialist Party;Parti national socialiste;Nationalsozialistische Partei;;Partido Nacionalsocialista;;;;;;;;;;x;
generical_fascism_CHI;Chinese Youth Party;Parti de la jeunesse chinoise;Chinesische Jugendpartei;;Partido de la Juventud de China;;;;;;;;;;x;
reactionarism_CHI;Kuomintang;Kuomintang;Guomindang;;Kuomintang;;;;;;;;;;x;
conservatism_CHI;Protect the Emperor Society;Société pour la protection de l'Empereur;Kaiserschutzgesellschaft;;Sociedad de Protección al Emperador;;;;;;;;;;x;
liberalism_CHI;Constitutionalist Party;Parti constitutionnaliste;Konstitutionalistische Partei;;Partido Constitucionalista;;;;;;;;;;x;
social_liberalism_CHI;Hundred Days' Reformists;Parti réformiste des Cent jours;Hundert-Tage-Reformisten;;Reformistas de los Cien Días;;;;;;;;;;x;
social_democracy_CHI;Progressive Party;Parti progressiste;Fortschrittspartei;;Partido Progresista;;;;;;;;;;x;
marxism_CHI;May Fourth Movement;Mouvement du 4 mai;4. Mai-Bewegung;;Movimiento del Cuatro de Mayo;;;;;;;;;;x;
trotskyism_CHI;Chinese Workers and Peasants Party;Parti des travailleurs et des paysans chinois;Chinesische Arbeiter- und Bauernpartei;;Partido Trabajadores y Campesinos de China;;;;;;;;;;x;
stalinism_CHI;Chinese Communist Party;Parti communiste chinois;Kommunistische Partei Chinas;;Partido Comunista Chino;;;;;;;;;;x;
nazism_CSX;National Socialist Party;Parti national socialiste;Nationalsozialistische Partei;;Partido Nacionalsocialista;;;;;;;;;;x;
generical_fascism_CSX;Chinese Youth Party;Parti de la jeunesse chinoise;Chinesische Jugendpartei;;Partido de la Juventud de China;;;;;;;;;;x;
reactionarism_CSX;Kuomintang;Kuomintang;Guomindang;;Kuomintang;;;;;;;;;;x;
conservatism_CSX;Protect the Emperor Society;Société pour la protection de l'Empereur;Kaiserschutzgesellschaft;;Sociedad de Protección al Emperador;;;;;;;;;;x;
liberalism_CSX;Constitutionalist Party;Parti constitutionnaliste;Konstitutionalistische Partei;;Partido Constitucionalista;;;;;;;;;;x;
social_liberalism_CSX;Hundred Days' Reformists;Parti réformiste des Cent jours;Hundert-Tage-Reformisten;;Reformistas de los Cien Días;;;;;;;;;;x;
social_democracy_CSX;Progressive Party;Parti progressiste;Fortschrittspartei;;Partido Progresista;;;;;;;;;;x;
marxism_CSX;May Fourth Movement;Mouvement du 4 mai;4. Mai-Bewegung;;Movimiento del Cuatro de Mayo;;;;;;;;;;x;
trotskyism_CSX;Chinese Workers and Peasants Party;Parti des travailleurs et des paysans chinois;Chinesische Arbeiter- und Bauernpartei;;Partido Trabajadores y Campesinos de China;;;;;;;;;;x;
stalinism_CSX;Chinese Communist Party;Parti communiste chinois;Kommunistische Partei Chinas;;Partido Comunista Chino;;;;;;;;;;x;
nazism_CHL;Movimiento Nacional Socialista de Chile;Movimiento Nacional Socialista de Chile;Movimiento Nacional Socialista de Chile;;Movimiento Nacionalsocialista de Chile;;;;;;;;;;x;
generical_fascism_CHL;Falange de Chile;Falange de Chile;Falange de Chile;;Falange de Chile;;;;;;;;;;x;
reactionarism_CHL;Partido Conservador;Partido Conservador;Partido Conservador;;Partido Conservador;;;;;;;;;;x;
conservatism_CHL;Partido Demócrata Cristiano de Chile;Partido Demócrata Cristiano de Chile;Partido Demócrata Cristiano de Chile;;Partido Demócrata Cristiano de Chile;;;;;;;;;;x;
liberalism_CHL;Partido Nacional;Partido Nacional;Partido Nacional;;Partido Nacional;;;;;;;;;;x;
social_liberalism_CHL;Partido Liberal;Partido Liberal;Partido Liberal;;Partido Liberal;;;;;;;;;;x;
social_democracy_CHL;Partido Socialista de Chile;Partido Socialista de Chile;Partido Socialista de Chile;;Partido Socialista de Chile;;;;;;;;;;x;
marxism_CHL;Partido Radical;Partido Radical;Partido Radical;;Partido Radical;;;;;;;;;;x;
trotskyism_CHL;Partido Socialista Obrero;Partido Socialista Obrero;Partido Socialista Obrero;;Partido Socialista Obrero;;;;;;;;;;x;
stalinism_CHL;Partido Comunista de Chile;Partido Comunista de Chile;Partido Comunista de Chile;;Partido Comunista de Chile;;;;;;;;;;x;
nazism_COL;Movimiento Nacional Socialista;Movimiento Nacional Socialista;Movimiento Nacional Socialista;;Movimiento Nacionalsocialista;;;;;;;;;;x;
generical_fascism_COL;Falange del Colombia;Falange del Colombia;Falange del Colombia;;Falange de Colombia;;;;;;;;;;x;
reactionarism_COL;Acción Nacional;Acción Nacional;Acción Nacional;;Acción Nacional;;;;;;;;;;x;
conservatism_COL;Partido Conservador Colombiano;Partido Conservador Colombiano;Partido Conservador Colombiano;;Partido Conservador Colombiano;;;;;;;;;;x;
liberalism_COL;Partido Liberal Radical Colombiano;Partido Liberal Radical Colombiano;Partido Liberal Radical Colombiano;;Partido Liberal Radical Colombiano;;;;;;;;;;x;
social_liberalism_COL;Partido Liberal Colombiano;Partido Liberal Colombiano;Partido Liberal Colombiano;;Partido Liberal Colombiano;;;;;;;;;;x;
social_democracy_COL;Partido Socialdemócrata Colombiano;Partido Socialdemócrata Colombiano;Partido Socialdemócrata Colombiano;;Partido Socialdemócrata Colombiano;;;;;;;;;;x;
marxism_COL;Partido de los Trabajadores del Colombia;Partido de los Trabajadores del Colombia;Partido de los Trabajadores del Colombia;;Partido de los Trabajadores del Colombia;;;;;;;;;;x;
trotskyism_COL;Partido Comunista Marxista-Leninista del Colombia;Partido Comunista Marxista-Leninista del Colombia;Partido Comunista Marxista-Leninista del Colombia;;Partido Comunista Marxista-Leninista de Colombia;;;;;;;;;;x;
stalinism_COL;Partido Comunista del Colombia;Partido Comunista del Colombia;Partido Comunista del Colombia;;Partido Comunista de Colombia;;;;;;;;;;x;
nazism_COS;Moviemento Nacional Socialista;Moviemento Nacional Socialista;Moviemento Nacional Socialista;;Movimiento Nacionalsocialista;;;;;;;;;;x;
generical_fascism_COS;Falange de Costa Rica;Falange de Costa Rica;Falange de Costa Rica;;Falange de Costa Rica;;;;;;;;;;x;
reactionarism_COS;Partido Republicano Nacional;Partido Republicano Nacional;Partido Republicano Nacional;;Partido Republicano Nacional;;;;;;;;;;x;
conservatism_COS;Partido de Unidad Socialcristiana;Partido de Unidad Socialcristiana;Partido de Unidad Socialcristiana;;Partido de Unidad Socialcristiana;;;;;;;;;;x;
liberalism_COS;Partido Movimiento Libertario;Partido Movimiento Libertario;Partido Movimiento Libertario;;Partido Movimiento Libertario;;;;;;;;;;x;
social_liberalism_COS;Partido Liberación Nacional;Partido Liberación Nacional;Partido Liberación Nacional;;Partido Liberación Nacional;;;;;;;;;;x;
social_democracy_COS;Partido Socialista;Partido Socialista;Partido Socialista;;Partido Socialista;;;;;;;;;;x;
marxism_COS;Partido Vanguardia Popular;Partido Vanguardia Popular;Partido Vanguardia Popular;;Partido Vanguardia Popular;;;;;;;;;;x;
trotskyism_COS;Partido Acción Socialist Obrera;Partido Acción Socialist Obrera;Partido Acción Socialist Obrera;;Partido Acción Socialista Obrera;;;;;;;;;;x;
stalinism_COS;Partido Comunista de Costa Rica;Partido Comunista de Costa Rica;Partido Comunista de Costa Rica;;Partido Comunista de Costa Rica;;;;;;;;;;x;
nazism_CRO;Hrvatski oslobodilacki pokret;Hrvatski oslobodilacki pokret;Hrvatski oslobodilacki pokret;;Hrvatski oslobodilacki pokret;;;;;;;;;;x;
generical_fascism_CRO;Ustasha;Ustasha;Ustasha;;Ustasha;;;;;;;;;;x;
reactionarism_CRO;Hrvatska stranka prava;Hrvatska stranka prava;Hrvatska stranka prava;;Hrvatska stranka prava;;;;;;;;;;x;
conservatism_CRO;Hrvatska seljacka stranka;Hrvatska seljacka stranka;Hrvatska seljacka stranka;;Hrvatska seljacka stranka;;;;;;;;;;x;
liberalism_CRO;Liberalna stranka;Liberalna stranka;Liberalna stranka;;Liberalna stranka;;;;;;;;;;x;
social_liberalism_CRO;Hrvatska socijalno liberalna stranka;Hrvatska socijalno liberalna stranka;Hrvatska socijalno liberalna stranka;;Hrvatska socijalno liberalna stranka;;;;;;;;;;x;
social_democracy_CRO;Socijaldemokratska partija Hrvatske;Socijaldemokratska partija Hrvatske;Socijaldemokratska partija Hrvatske;;Socijaldemokratska partija Hrvatske;;;;;;;;;;x;
marxism_CRO;Hrvatska napredna stranka;Hrvatska napredna stranka;Hrvatska napredna stranka;;Hrvatska napredna stranka;;;;;;;;;;x;
trotskyism_CRO;Savez komunista Hrvatske;Savez komunista Hrvatske;Savez komunista Hrvatske;;Savez komunista Hrvatske;;;;;;;;;;x;
stalinism_CRO;Komunisticka partija Hrvatske;Komunisticka partija Hrvatske;Komunisticka partija Hrvatske;;Komunisticka partija Hrvatske;;;;;;;;;;x;
nazism_CUB;Movimiento National Socialista;Movimiento National Socialista;Movimiento National Socialista;;Movimiento National Socialista;;;;;;;;;;x;
generical_fascism_CUB;Falange de Cuba;Falange de Cuba;Falange de Cuba;;Falange de Cuba;;;;;;;;;;x;
reactionarism_CUB;Partido Auténtico;Partido Auténtico;Partido Auténtico;;Partido Auténtico;;;;;;;;;;x;
conservatism_CUB;Partido Demócrata Cristiano de Cuba;Partido Demócrata Cristiano de Cuba;Partido Demócrata Cristiano de Cuba;;Partido Demócrata Cristiano de Cuba;;;;;;;;;;x;
liberalism_CUB;Unión Liberal Cubana;Unión Liberal Cubana;Unión Liberal Cubana;;Unión Liberal Cubana;;;;;;;;;;x;
social_liberalism_CUB;Movimiento Liberal Cubano;Movimiento Liberal Cubano;Movimiento Liberal Cubano;;Movimiento Liberal Cubano;;;;;;;;;;x;
social_democracy_CUB;PSRDC;PSRDC;PSRDC;;PSRDC;;;;;;;;;;x;
marxism_CUB;Partido Ortodoxo;Partido Ortodoxo;Partido Ortodoxo;;Partido Ortodoxo;;;;;;;;;;x;
trotskyism_CUB;Partido Socialista Popular;Partido Socialista Popular;Partido Socialista Popular;;Partido Socialista Popular;;;;;;;;;;x;
stalinism_CUB;Partido Comunista de Cuba;Partido Comunista de Cuba;Partido Comunista de Cuba;;Partido Comunista de Cuba;;;;;;;;;;x;
nazism_CYN;National Socialist Party;Parti national socialiste;Nationalsozialistische Partei;;Partido Nacionalsocialista;;;;;;;;;;x;
generical_fascism_CYN;Chinese Youth Party;Parti de la jeunesse chinoise;Chinesische Jugendpartei;;Partido de la Juventud de China;;;;;;;;;;x;
reactionarism_CYN;Yunnan Clique;Clique de Yunnan;Yunnan-Clique;;Yunnan Clique;;;;;;;;;;x;
conservatism_CYN;Protect the Emperor Society;Société pour la protection de l'Empereur;Kaiserschutzgesellschaft;;Sociedad de Protección al Emperador;;;;;;;;;;x;
liberalism_CYN;Constitutionalist Party;Parti constitutionnaliste;Konstitutionalistische Partei;;Partido Constitucionalista;;;;;;;;;;x;
social_liberalism_CYN;Hundred Days' Reformists;Parti réformiste des Cent jours;Hundert-Tage-Reformisten;;Reformistas de los Cien Días;;;;;;;;;;x;
social_democracy_CYN;Progressive Party;Parti progressiste;Fortschrittspartei;;Partido Progresista;;;;;;;;;;x;
marxism_CYN;May Fourth Movement;Mouvement du 4 mai;4. Mai-Bewegung;;Movimiento del Cuatro de Mayo;;;;;;;;;;x;
trotskyism_CYN;Chinese Workers and Peasants Party;Parti des travailleurs et des paysans chinois;Chinesische Arbeiter- und Bauernpartei;;Partido Trabajadores y Campesinos de China;;;;;;;;;;x;
stalinism_CYN;Chinese Communist Party;Parti communiste chinois;Kommunistische Partei Chinas;;Partido Comunista Chino;;;;;;;;;;x;
nazism_CXB;National Socialist Party;Parti national socialiste;Nationalsozialistische Partei;;Partido Nacionalsocialista;;;;;;;;;;x;
generical_fascism_CXB;Chinese Youth Party;Parti de la jeunesse chinoise;Chinesische Jugendpartei;;Partido de la Juventud de China;;;;;;;;;;x;
reactionarism_CXB;Ma Clique;Clique de Ma;Ma-Clique;;Ma Clique;;;;;;;;;;x;
conservatism_CXB;Protect the Emperor Society;Société pour la protection de l'Empereur;Kaiserschutzgesellschaft;;Sociedad de Protección al Emperador;;;;;;;;;;x;
liberalism_CXB;Constitutionalist Party;Parti constitutionnaliste;Konstitutionalistische Partei;;Partido Constitucionalista;;;;;;;;;;x;
social_liberalism_CXB;Hundred Days' Reformists;Parti réformiste des Cent jours;Hundert-Tage-Reformisten;;Reformistas de los Cien Días;;;;;;;;;;x;
social_democracy_CXB;Progressive Party;Parti progressiste;Fortschrittspartei;;Partido Progresista;;;;;;;;;;x;
marxism_CXB;May Fourth Movement;Mouvement du 4 mai;4. Mai-Bewegung;;Movimiento del Cuatro de Mayo;;;;;;;;;;x;
trotskyism_CXB;Chinese Workers and Peasants Party;Parti des travailleurs et des paysans chinois;Chinesische Arbeiter- und Bauernpartei;;Partido Trabajadores y Campesinos de China;;;;;;;;;;x;
stalinism_CXB;Chinese Communist Party;Parti communiste chinois;Kommunistische Partei Chinas;;Partido Comunista Chino;;;;;;;;;;x;
nazism_DDR;NDPD;NDPD;NDPD;;NDPD;;;;;;;;;;x;
generical_fascism_DDR;DRP;DRP;DRP;;DRP;;;;;;;;;;x;
reactionarism_DDR;DReP;DReP;DReP;;DReP;;;;;;;;;;x;
conservatism_DDR;DBD;DBD;DBD;;DBD;;;;;;;;;;x;
liberalism_DDR;LDPD;LDPD;LDPD;;LDPD;;;;;;;;;;x;
social_liberalism_DDR;CDU;CDU;CDU;;CDU;;;;;;;;;;x;
social_democracy_DDR;SPD;SPD;SPD;;SPD;;;;;;;;;;x;
marxism_DDR;DKP;DKP;DKP;;DKP;;;;;;;;;;x;
trotskyism_DDR;MLPD;MLPD;MLPD;;MLPD;;;;;;;;;;x;
stalinism_DDR;SED;SED;SED;;SED;;;;;;;;;;x;
nazism_DEN;Nationalsocialistiske Arbejderparti;Nationalsocialistiske Arbejderparti;Nationalsocialistiske Arbejderparti;;Nationalsocialistiske Arbejderparti;;;;;;;;;;x;
